"DSNUM","NAME","Lat","Long","Coordinate_System","USGS_ID","HUC","METHOD_SOURCE","Data_Source","ECOREGION","STATE","Surface_Area_acres","DRAIN_SQMILE","NET_SED_CONTRIB_SQMILE","SEDI_RATE_MEAN_ACFT_YR","Sed_Yield_m_yr","Sed_Yield_mm_yr","Sed.Rate..mm.yr.","slope_calc","forest_calc","crops_calc"
"19030","MAPLE GROVE LAKE",403256,824843,"","403257082484400","05060001","1","RESSED","8.2","OH",6.8,"3.05",3.04,0.240697674,"3.77078E-05",0.037707753,10.8,6.41878673023879,64.58,0
"36020","LAKE OKABENA",433657,953559,"",".",".","7","RESSED","9.2","MN",724,"17.4",16.27,14.00304414,"0.00040989",0.409889934,5.9,0.607312517641999,0.74,73.19
"53012","LOMETA RESERVOIR",311340,982514,"",".",".","1","RESSED","9.4","TX",86.4,"4.74",4.6,0.933566434,"9.6654E-05",0.096653981,3.3,1.26603064006879,7.47,1.06
"45013","GREENLEAF LAKE",353701,951002,"","353700095100001","11110102","7","RESSED","9.2","OK",900,"81.25",79.84,37.65957447,"0.00022464",0.224640071,12.8,4.65361632522325,77.11,0
"70115","OAK GLADE DEBRIS BASIN",341031,1175914,"",".",".","1","RESSED","11.1","CA",NA,"0.06",0.06,0.172727273,"0.001371014",1.371014391,NA,28.3291069903126,41.96,0
"46029","GANT",371649,984508,"",".",".","1","RESSED","9.4","KS",1.5,"0.3",0.3,0.370895522,"0.000588793",0.588793062,75.4,3.70187722430278,13.49,5.37
"53037","SILVER LAKE",320506,982030,"",".",".","5","RESSED","9.4","TX",23.2,"0.37",0.334,0.175648703,"0.000250456",0.250455647,2.3,0.968206504303883,7.11,9.72
"53006","HUBBARD CITY LAKE NO. 4",314949,964950,"",".",".","1","RESSED","9.4","TX",33.4,"1.4",1.35,1.968652038,"0.000694492",0.694492468,18,1.73553112462588,13.96,0
"70045","HAINES DEBRIS BASIN",341537,1181638,"",".",".","1","RESSED","11.1","CA",NA,"1.53",1.53,4.625786164,"0.001439881",1.439880566,NA,12.7240039682685,2.41,0
"57003","SANTA CRUZ",355842,1055512,"",".",".","7","RESSED","10.1","NM",100.03,"93.1",93.1,25.67272727,"0.000131327",0.131327197,78.2,19.1163163377726,84.5,0.06
"39002","HIDDENWOOD LAKE",453253,995907,"","453250099591001","10130106","1","RESSED","9.3","SD",29.37,"31.8",27.2,1.263663664,"2.21256E-05",0.022125594,13.1,1.40346583288267,0.12,27.96
"54001","LAKE ABILENE",321404,995321,"","08083270","12060102","7","RESSED","9.4","TX",641,"98.5",97.5,19.88929889,"9.7151E-05",0.097150985,9.5,2.89669593422357,28.3,1.21
"51024","VARIETY CLUB LAKE",325046,970858,"",".",".","1","RESSED","9.4","TX",7.8,"0.29",0.28,0.641025641,"0.001090309",1.090309305,25,1.87862806012807,4.54,0
"3004","WAPPINGER",413602,735510,"WGS84",".",".","1","RESSED","8.1","NY",97.6,"197",NA,2.746153846,"",NA,8.6,4.9551530935024,55.9,1.02
"50013","BARBOUR POND",350309,975609,"",".",".","5","RESSED","9.4","OK",10.4,"0.68",0.67,0.918781726,"0.000653085",0.653085278,26.9,0.899469839772219,3.7,17.4
"31031","PRAIRIE LAKE",393207,954421,"",".",".","1","RESSED","9.2","KS",57.7,"1.49",1.4,8.265060241,"0.002811579",2.81157929,43.7,2.7195054612725,41.14,1.81
"31059","BAILEY RESERVOIR",391026,921953,"",".",".","1","RESSED","9.2","MO",14.4,"0.367",0.352,0.5,"0.000676487",0.676487364,10.6,1.85001049135087,29.99,8.48
"35033","KRUSE RESERVOIR",411711,961403,"",".",".","5","RESSED","9.2","NE",13.5,"0.8",0.779,NA,"",NA,NA,3.34227729406358,2.88,40.83
"21025","TYGART RIVER",391846,800202,"","03055500","05020001","7","RESSED","8.4","WV",3430,"1184",1179,88.78504673,"3.5864E-05",0.035863971,7.9,12.9146667134952,79.56,0.13
"5","Arrowhead ",334550,982212,"WGS84","7314800","11130209",".","Texas Water Board",".","TX",14969,"822.0",82,745.8,"0.004331525",4.332,15.2,1.02548493743113,0.86,12.75
"21","Conroe",302125,953353,"WGS84","8067610","12040101",".","Texas Water Board",".","TX",20118,"445.0",445,610.0869565,"0.000652926",0.653,9.2,1.51225731679805,48.05,0
"61008","THOMAS TANK II",342230,1101552,"",".",".","1","RESSED","6.2","AZ",0.5,"0.1",0.1,0.01,"4.76247E-05",0.04762471,6.1,3.98706766401114,63.92,0
"51042","LAKE WEATHERFORD",324616,974034,"","08045800","12030102","7","RESSED","9.4","TX",1144.94,"109",63.06,84.9621118,"0.000641658",0.641658099,22.6,2.29633044504534,19.18,0.78
"32023","DROGE",395850,960506,"",".",".","1","RESSED","9.2","KS",4.7,"0.35",0.34,0.486842105,"0.000681933",0.681932773,31.6,2.50223354493496,6.95,55.97
"25011","C M ST P & P RR RESERVOIR",415245,934718,"",".",".","1","RESSED","9.2","IA",10,"2.54",2.52,1.2,"0.000226784",0.226784335,36.6,0.647414753306122,0.04,94.47
"68001","WILLOW CREEK RESERVOIR",411337,1163221,"",".",".","7","RESSED","10.1","NV",668,"112",111,16.44736842,"7.05677E-05",0.070567672,7.5,9.63133855605195,1.13,0
"70110","BIG DALTON DEBRIS BASIN",340917,1174959,"",".",".","1","RESSED","11.1","CA",NA,"2.9",2.9,18.83316327,"0.003092841",3.092841196,NA,21.9740757694797,11.15,0
"22022","SALINE MILL POND",420949,834721,"",".",".","1","RESSED","8.2","MI",30.2,"73.6",63,3.485804416,"2.63509E-05",0.026350861,35.2,1.27748415118488,11.57,51.51
"74002","LAKE HARRIET (OAK GROVE)",450428,1215811,"","450430121580500","17090011","1","RESSED","6.2","OR",18,"126",126,0.166666667,"6.29956E-07",0.000629956,2.8,9.73712000270555,86.2,0
"17017","PLUM CREEK NO. 17",380408,852447,"","03296800","05140102","1","RESSED","8.3","KY",8.71,"0.56",0.55,0.490659341,"0.000424864",0.4248638,17.2,6.48101676310049,56.52,1.26
"25003","LAKE CALHOUN",410616,900059,"",".",".","1","RESSED","8.2","IL",50.2,"13.1",13,13.6419214,"0.000499764",0.499763505,82.8,1.83283950594206,9.78,80.76
"60034","UPPER TWIN TANK",334936,1130908,"",".",".","1","RESSED","10.2","AZ",0.72,"1.83",1.83,0.0265,"6.89647E-06",0.006896474,11.2,2.33637197303196,0,0
"70033","SAWPIT FLOOD CONTROL BASIN",341005,1175932,"",".",".","1","RESSED","11.1","CA",9.4,"3.3",3.3,12,"0.001731808",1.731807652,389.1,5.971423615787,3,0.58
"43007","BOYSEN",432500,1081040,"","06259000","10080005","1","RESSED","10.1","WY",19660,"7700",7670,1397.890625,"8.67981E-05",0.086798092,21.7,8.2503872289055,12.43,1.28
"70121","EMERALD-EAST DEBRIS BASIN",340739,1174556,"",".",".","1","RESSED","11.1","CA",NA,"0.32",0.32,0.244262295,"0.000363529",0.363528783,NA,9.72598825653704,3.01,0
"21011","MUSKINGUM COLLEGE RESERVOIR",395950,814405,"",".",".","1","RESSED","8.4","OH",0.94,"0.32",0.31,0.116256158,"0.000178602",0.178602124,37.7,5.1995948782837,21.4,0
"37011","LAND UTILIZATION PROJECT NO. 226-31",440811,1001618,"",".",".","5","RESSED","9.3","SD",3.1,"0.225",0.22,0.188554217,"0.000408175",0.408174544,18.5,1.89007482589896,0,23.54
"74015","HUNT LIVESTOCK CO. POND",450014,1204503,"",".",".","5","RESSED","10.1","OR",0.51,"0.05",0.05,0.010752688,"0.000102419",0.102418732,6.4,3.66764174446469,1.5,0
"21029","BASOM POND",411424,812626,"",".",".","5","RESSED","8.1","OH",1.73,"0.32",0.32,0.092352941,"0.000137446",0.137446315,16.3,1.31184406819283,15.87,0.85
"35002","FRED BROWN",413734,960002,"",".",".","1","RESSED","9.2","IA",2,"0.1",0.097,0.988607595,"0.00485383",4.853829941,150.7,0.0744844714074404,0.02,89.59
"50045","CHIGLEY SANDY SITE NO. 4",343929,970248,"",".",".","1","RESSED","9.4","OK",120.1,"3.8",3.61,5.158671587,"0.000680555",0.680554683,13.1,2.04459102002418,26.09,0
"47016","TRAMPEROS CREEK WATERSHED, SITE 2",360830,1033054,"",".",".","1","RESSED","9.4","NM",96,"10.7",10.6,1.187719298,"5.3363E-05",0.053363007,3.8,3.10810848343104,1.71,0.04
"74011","ARTHUR SCHMIDT POND",450014,1204503,"",".",".","5","RESSED","10.1","OR",0.66,"0.115",0.114,0.002654867,"1.1091E-05",0.01109099,1.2,3.66764174446469,1.5,0
"3003","CARNEGIE LAKE",402214,743719,"WGS84","1401240","2030105","7","RESSED","8.3","NJ",236,"155",47.8,8.895348837,"8.86273E-05",0.088627283,11.5,1.24885018393019,21.67,17
"70044","GOULD DEBRIS BASIN",341255,1181136,"",".",".","1","RESSED","11.1","CA",NA,"0.47",0.47,2.05625,"0.002083581",2.083581081,NA,10.8022001653869,4.09,0
"40003","BOX ELDER",484712,1043315,"","06183200","10060006","7","RESSED","9.3","MT",211,"20.02",19.69,13.02631579,"0.000315071",0.315070857,18.8,2.0846460084931,0.04,55.84
"99013","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 6",390358,794037,"",".",".","1","RESSED","8.4","WV",0.00854,"0.08625",NA,0.001484551,"",NA,53,20.1733320749488,93.22,0
"57013","SAN LUIS (3)",354419,1070446,"",".",".","1","RESSED","10.1","NM",7.1,"0.67",0.66,0.365853659,"0.000263995",0.263995069,15.7,4.96083987521788,1.92,0
"99014","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 7",390349,794049,"",".",".","1","RESSED","8.4","WV",0.0078948,"0.0935937",NA,0.001093673,"",NA,42.2,20.1733320749488,93.22,0
"99008","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 1",390335,794016,"",".",".","1","RESSED","8.4","WV",0.00626,"0.11625",NA,0.00250866,"",NA,122.1,20.1733320749488,93.22,0
"20013","CARYVILLE",361817,841214,"",".",".","7","RESSED","8.4","TN",206,"35.98",35.65,18.17948718,"0.000242859",0.242859134,26.9,15.6794309452175,76.81,0
"70038","BAILEY DEBRIS DAM",341019,1180340,"",".",".","1","RESSED","11.1","CA",NA,"0.6",0.6,2.131661442,"0.001691996",1.691995982,NA,7.58713724020685,0.53,0.38
"4025","GREENE-DREHER, PA-446",411432,751947,"WGS84",".",".","1","RESSED","5.3","PA",57,"4.8",4.7,0.181395349,"1.83806E-05",0.01838064,1,5.85237898891562,88.42,0
"60037","THREE BAR B DEBRIS BASIN",334300,1111760,"",".",".","3","RESSED","6.2","AZ",0.076,"0.073",0.073,0.180357143,"0.001176638",1.176637904,723.3,19.0907369131847,4.24,0
"60040","THREE BAR F DEBRIS BASIN",334300,1111900,"",".",".","3","RESSED","6.2","AZ",0.013,"0.107",0.107,0.021333333,"9.49527E-05",0.094952694,500.2,19.0907369131847,4.24,0
"60039","THREE BAR D DEBRIS BASIN",334300,1111760,"",".",".","3","RESSED","6.2","AZ",0.069,"0.126",0.126,0.21875,"0.000826818",0.826817889,966.3,19.0907369131847,4.24,0
"60038","THREE BAR C DEBRIS BASIN",334300,1111760,"",".",".","3","RESSED","6.2","AZ",0.027,"0.149",0.149,0.108928571,"0.000348167",0.348167226,1229.7,19.0907369131847,4.24,0
"35049","MULE CREEK R",405900,953749,"",".",".","1","RESSED","9.2","IA",14.7,"0.819",0.796,1.769607843,"0.001058757",1.058757049,36.7,3.80456768614924,4.59,83.33
"22014","KOHART POND",411351,842335,"","411352084233500","04100009","1","RESSED","8.2","OH",1.02,"0.021",0.019,0.102564103,"0.002570835",2.570834571,30.6,0.429710289401044,24.5,60.59
"62014","BLACK KNOLLS",370920,1133407,"",".",".","1","RESSED","10.1","UT",5.7,"0.59",0.58,0.199308756,"0.000163656",0.163655548,10.7,6.01109371350638,0.07,0
"45029","HOUSE",370337,962551,"",".",".","1","RESSED","9.4","KS",2.15,"0.25",0.25,0.058333333,"0.000111124",0.111124324,8.3,1.40919195967828,2.01,0.48
"16015","FLUCKS LAKE",374329,885822,"",".",".","1","RESSED","8.3","IL",15,"0.339",0.316,0.353125,"0.000532199",0.532198603,7.2,0.870828787302624,50.2,11
"38","Granger",304106,971951,"WGS84","8105600","12070205",".","Texas Water Board",".","TX",4132,"730.0",730,368.275,"0.00024026",0.24,27.2,1.45499995085727,24.66,10.13
"74001","CONDIT (WHITE SALMON)",454602,1213218,"",".",".","1","RESSED","6.2","WA",97,"337",337,1.179039301,"1.66621E-06",0.001666214,3.7,10.940344352432,75.56,0.69
"16020","HERRIN RESERVOIR NO. 1",374550,890208,"",".",".","1","RESSED","8.3","IL",37,"1.78",1.7,0.552631579,"0.000154817",0.15481717,4.6,1.2946642261095,23.66,8.57
"15014","FLETCHER HURDLE POND (SOUTH)",345045,893705,".",".",".","5","RESSED","8.3","MS",1.17,"0.0297",0.0279,0.535,"0.009132337",9.132336945,139.4,2.11897723479117,32.15,3.03
"15013","FLETCHER HURDLE POND (NORTH)",345045,893705,".",".",".","5","RESSED","8.3","MS",1.09,"0.0406",0.0389,0.5675,"0.006947821",6.947820865,158.7,2.11897723479117,32.15,3.03
"70104","WILSON DEBRIS BASIN",341945,1182645,"",".",".","1","RESSED","11.1","CA",NA,"2.58",2.58,4.744360902,"0.000875771",0.875770597,NA,10.8574731865949,1.2,0
"45020","KENNAMER LAKE",363208,952555,"",".",".","5","RESSED","9.2","OK",4,"0.28",0.27,0.09375,"0.000165364",0.165363578,7.1,1.40346583288267,16.24,0
"38001","JOHNSONS STOCK POND",450042,995719,"",".",".","5","RESSED","9.3","SD",1.51,"0.191",0.188,0.0284,"7.19437E-05",0.071943711,5.7,0.487002397446091,0.05,48.1
"75","Pat Mayse",335114,953313,"WGS84","7335400","11140101",".","Texas Water Board",".","TX",5638,"175.0",175,154.7906977,"0.000421249",0.421,8.4,1.08276132068533,33.03,9.27
"61","Martin",321637,943324,"WGS84","8022060","12010002",".","Texas Water Board",".","TX",4981,"130.0",130,100.12,"0.000366784",0.367,6.1,2.19907746744106,41.05,0
"24","Crook",334343,953402,"WGS84","7335600","11140101",".","Texas Water Board",".","TX",1060,"52.0",52,27.8375,"0.000254952",0.255,8,0.767717497224059,19.04,3.79
"45024","WETUMKA CITY LAKE",351706,961444,"","351706096144601","11100302","7","RESSED","9.4","OK",175,"4.15",3.88,7.705627706,"0.00094582",0.94582033,13.4,1.97592069533508,34.19,8.05
"70123","GORDON DEBRIS BASIN",340838,1174939,"",".",".","1","RESSED","11.1","CA",NA,"0.18",0.18,0.290322581,"0.00076814",0.768140491,NA,12.0900615355603,2.13,0
"15002","LAKE WINONA",344741,925039,"WGS84","07362590","08040203","7","RESSED","8.4","AR",1085,"43",41.3,15.31746032,"0.000176632",0.176631867,4.3,7.89654471077377,89.6,0
"70073","MADDOCK DEBRIS BASIN",340915,1175706,"",".",".","1","RESSED","11.1","CA",NA,"0.25",0.25,1.335031847,"0.00254322",2.543220205,NA,12.794855248136,5,7.98
"60041","BENNETT 14",314519,1095957,"",".",".","1","RESSED","10.2","AZ",7.7,"0.6",0.6,0.157024793,"0.000124638",0.124637672,6.2,3.41650297939469,0,0
"45","Hubert H Moss",334625,971253,"WGS84","7315950","11130201",".","Texas Water Board",".","TX",1140,"65.0",65,NA,"",NA,NA,3.22235064203808,24.21,1.49
"4018","MOUNT MORRIS",424400,775426,"WGS84","04224000","04130002","7","RESSED","8.1","NY",3300,"1077",1011,229.5614035,"0.000108138",0.108138431,21.2,5.50062172701122,59.57,10
"44006","NIMROD",345707,930937,"","07262000","11110206","7","RESSED","8.4","AR",18300,"680",652,NA,"",NA,NA,7.05730921341195,81.36,0
"51014","WILLS POINT RESERVOIR",324346,960040,"",".",".","1","RESSED","9.4","TX",49.3,"1.83",1.75,5.127118644,"0.0013953",1.395300233,31.7,1.19730748016529,10.31,0
"45051","HUBERT",372453,955903,"",".",".","1","RESSED","9.4","KS",2,"0.41",0.4,0.073404255,"8.73964E-05",0.08739641,11.2,3.02812419668358,28.67,4.69
"70082","SPINKS DEBRIS BASIN",340906,1175744,"",".",".","1","RESSED","11.1","CA",NA,"0.44",0.44,2.5,"0.002705949",2.705949456,NA,12.794855248136,5,7.98
"53043","DEEP CREEK WATERSHED, SITE NO. 8",312259,990829,"",".",".","1","RESSED","9.4","TX",152.52,"5.41",5.17,2.329056604,"0.000214547",0.214546705,4.7,1.30039086616085,8.05,15.41
"70117","STURTEVANT DEBRIS BASIN",341018,1180225,"",".",".","1","RESSED","11.1","CA",NA,"0.03",0.03,0.028440367,"0.000451488",0.45148808,NA,27.7129458989127,32.57,0.04
"37026","HAYES LAKE",442143,1010037,"",".",".","1","RESSED","9.3","SD",95.2,"44.12",43.29,3.919156415,"4.31159E-05",0.04311589,12.5,1.36338216655253,0,35.52
"38002","BARTEL STOCK POND",450042,995719,"",".",".","5","RESSED","9.3","SD",1.98,"0.609",0.606,0.051724138,"4.06493E-05",0.040649292,8,0.487002397446091,0.05,48.1
"72010","MAGALIA",394858,1213455,"",".",".","7","RESSED","6.2","CA",100.4,"8.23",8.08,2.482142857,"0.000146301",0.146301157,7.5,8.12127861005835,79.12,0
"99002","COWEETA WATERSHED 2",350354,832613,"",".",".","1","RESSED","8.4","NC",NA,"0.0484",0.0484,0.001933333,"1.90236E-05",0.019023645,NA,21.2908626220629,83.52,0
"10","Ben Brook",323903,972654,"WGS84","8046500","12030102",".","Texas Water Board",".","TX",3635,"429.0",429,49.09433962,"5.45013E-05",0.055,4.1,2.22196168237809,12,1.07
"30013","RALEIGH DAM",462055,1012207,"",".",".","1","RESSED","9.3","ND",22.19,"4.45",4.45,0.643404255,"6.88583E-05",0.068858295,8.8,2.94812809486734,0.75,19.72
"88","Tawakoni",324830,955514,"WGS84","8017400","12010001",".","Texas Water Board",".","TX",37879,"756.0",756,1298.918919,"0.000818262",0.818,10.5,0.710431255485141,15.4,9.35
"71045","LOCH LOMOND (NEWELL CREEK DAM)",370612,1220424,"",".",".","7","RESSED","7.1","CA",180,"5.1",4.8,4.107142857,"0.000407503",0.407503103,7,20.450485435104,93.39,0
"33","Georgetown",304001,974337,"WGS84","8104650","12070205",".","Texas Water Board",".","TX",1287,"247.0",247,7.84,"1.51165E-05",0.015,1.9,1.76415230157237,32.06,0.02
"64004","WEST WALTON CREEK WEIR",402339,1064253,"",".",".","1","RESSED","6.2","CO",0.015,"1.33",1.33,0.018766667,"6.71998E-06",0.006719978,381.3,8.28966447748988,78.36,0
"57006","CORNFIELD WASH  (3)",354929,1070742,"",".",".","1","RESSED","10.1","NM",1.6,"0.25",0.25,0.347368421,"0.000661733",0.661732819,66.2,3.29659435027976,1.08,0
"35009","THOMAS HODKIN",415848,953407,"",".",".","1","RESSED","9.2","IA",1.83,"0.13",0.127,7.771428571,"0.02914268",29.14267994,1294.4,6.37917787139087,4.38,63.61
"37024","LAKE DANTE",430358,981046,"","430403098104801","10170101","1","RESSED","9.3","SD",23,"2.89",2.89,1.663687151,"0.000274161",0.274161311,22,1.91296790373418,2.97,51.88
"31032","NYHART",393418,952301,"",".",".","1","RESSED","9.2","KS",7.6,"0.16",0.15,0.392405063,"0.001245879",1.245878501,15.7,2.09608991820906,12.57,66.34
"44","Hubbard",324950,985800,"WGS84","8086400","12060105",".","Texas Water Board",".","TX",14922,"1085.0",1085,NA,"",NA,NA,2.0045340321059,8.51,5.39
"74009","J.M. WILSON POND",451115,1204327,"",".",".","1","RESSED","10.1","OR",0.51,"1.5",1.5,0.020754717,"6.58958E-06",0.006589583,12.4,2.23340352433314,0,21.17
"70099","MORGAN DEBRIS BASIN",340827,1174913,"",".",".","1","RESSED","11.1","CA",NA,"0.6",0.6,1.684,"0.001336667",1.336666873,NA,12.0900615355603,2.13,0
"60016","LOWER FOOTE WASH",324659,1093834,"",".",".","1","RESSED","10.2","AZ",3.23,"4.8",0.63,0.083636364,"6.32247E-05",0.063224724,7.9,0.716159945470409,0,0
"70067","BRADBURY DEBRIS BASIN",340921,1175804,"",".",".","1","RESSED","11.1","CA",NA,"0.68",0.68,6.721768707,"0.004707681",4.707680709,NA,12.794855248136,5,7.98
"32045","LOVELL POND",395800,985406,"",".",".","2","RESSED","9.4","KS",11.87,"2.16",2.08,1.624210526,"0.000371887",0.371887288,41.7,2.35925182350553,1.84,33.08
"70101","SCHOOLHOUSE DEBRIS BASIN",341932,1182731,"",".",".","1","RESSED","11.1","CA",NA,"0.28",0.28,2.002409639,"0.003405864",3.405863542,NA,4.44865043146152,0.24,0
"72030","APPLETON",383505,1224922,"",".",".","1","RESSED","11.1","CA",2.79,"0.166",0.161,0.055294118,"0.000163563",0.163563127,6,6.16971590101978,5.93,14.16
"61007","WEST HALL TANK",341760,1102800,"",".",".","3","RESSED","6.2","AZ",0.31,"0.32",0.32,0.00625,"9.3017E-06",0.009301701,6.1,15.3762512488262,100,0
"70015","MORENA RESERVOIR",324109,1163252,"",".",".","1","RESSED","11.1","CA",1669,"112",109.4,204.0104167,"0.000888111",0.888111245,37.3,11.5741287855835,15.77,0.01
"50014","CAVALRY CREEK SITE NO. 1",351340,985311,"",".",".","1","RESSED","9.4","OK",48.5,"2.19",2.11,2.675675676,"0.000603925",0.603925494,16.8,2.17047121246415,3.78,35.09
"71031","TEAKETTLE RESERVOIR NO. 1",365658,1190106,"","11215840","18030010","1","RESSED","6.2","CA",0.087,"0.77",0.77,0.036807692,"2.27657E-05",0.022765658,129,15.2536642616628,89.44,0
"60027","WILLIAMS-CHANDLER POND NO. 1",331735,1112624,"",".",".","1","RESSED","10.2","AZ",0.9,"1.09",1.09,0.036666667,"1.60205E-05",0.016020545,12.4,0.286476510277074,0,0
"47012","CHRISTIAN",372711,1011912,"",".",".","2","RESSED","9.4","KS",1.06,"1.06",1.06,0.15,"6.73935E-05",0.067393458,43.1,0.487002397446091,0,69.54
"21005","QUEMAHONING",401056,785627,"","400908078585701","05010007","7","RESSED","8.4","PA",837,"92",90.7,34.31906615,"0.000180202",0.18020238,12.5,6.27729848959755,55.02,4.51
"31053","LEMON",381926,945621,"",".",".","1","RESSED","9.2","KS",3.1,"0.19",0.19,0.08852459,"0.000221893",0.221892525,8.7,1.56378636644035,11.57,14.97
"60046","KELLER TANK",333700,1114500,"",".",".","3","RESSED","10.2","AZ",0.504,"0.06",0.06,0.005290102,"4.19899E-05",0.041989932,3.2,11.6401004262605,0,0
"51023","KERENS CITY LAKE",320739,961039,"",".",".","1","RESSED","8.3","TX",89,"6.42",6.28,4.042553191,"0.000306569",0.306569148,13.8,0.492731556576771,11.48,0
"50009","LAKE CLINTON",352603,991310,"","352602099131001","11130302","7","RESSED","9.4","OK",336,"23.6",23.1,60.95477387,"0.00125669",1.256689807,55.3,1.20876158476966,2,49.63
"72003","BIG CANYON",383638,1205412,"",".",".","1","RESSED","11.1","CA",13.8,"5.5",5.48,0.382568807,"3.32477E-05",0.03324768,8.4,12.0791046311474,43.28,0
"63026","CREEK RETENTION RESERVOIR",390918,1082944,"",".",".","1","RESSED","10.1","CO",2.9,"0.4",0.4,0.284,"0.000338135",0.338135444,29.8,10.1706716484456,2.22,0
"46037","SIEBERT",370451,1001026,"",".",".","1","RESSED","9.4","KS",0.7,"0.23",0.23,0.059027778,"0.000122225",0.122225253,25.7,2.95384248737301,0,0
"55001","OLMITOS & GARCIAS CREEKS WATERSHED, SITE NO. 6",262059,984137,"",".",".","7","RESSED","9.4","TX",160.71,"13.19",12.94,8.101438849,"0.000298167",0.298167449,15.4,0.698973833014138,0.23,10.92
"62017","MANGANESE WASH",371760,1135060,"",".",".","3","RESSED","10.1","UT",0.46,"0.17",0.17,0.066326531,"0.000185811",0.185810695,43.9,5.84103874413435,12.39,0
"60021","UPPER FOOTE WASH",324643,1093833,"",".",".","1","RESSED","10.2","AZ",3.71,"4.95",4.95,0.213636364,"2.05543E-05",0.020554283,17.6,0.721888621136207,0,0
"75013","REX LYLE",471432,1182313,"",".",".","1","RESSED","10.1","WA",1,"0.71",0.71,0.11010101,"7.38525E-05",0.073852517,33.6,1.2889375601869,0,73.93
"15022","A.S. KYLE POND",341841,895639,"",".",".","5","RESSED","8.3","MS",3.76,"0.0456",0.0398,0.124833333,"0.001493757",1.493756621,10.1,2.02170155497094,14.59,3.2
"36014","LAKE MITCHELL",434424,980130,"","434417098012200","10160011","1","RESSED","9.2","SD",767,"584",496,41.8627451,"4.01956E-05",0.040195587,16.6,0.630228156261744,0.62,38.25
"51031","ELM FORK WATERSHED, SITE NO. 11-B",333959,970529,"",".",".","1","RESSED","9.4","TX",80.2,"2",1.87,1.835748792,"0.000467524",0.467524089,7,1.68973544524444,18.67,0
"62008","CCC POND (WEST)",370936,1134709,"",".",".","1","RESSED","10.1","UT",0.1,"0.03",0.03,0.006854839,"0.00010882",0.108819903,20.9,5.45520281484044,5.18,0
"75019","SHEFFELS",474959,1184600,"",".",".","3","RESSED","10.1","WA",1.1,"4.77",4.77,0.696721311,"6.95622E-05",0.069562161,193.1,2.7195054612725,0,92.14
"17013","JONES POND",382716,870531,"",".",".","5","RESSED","8.3","IN",1.94,"0.034",0.031,NA,"",NA,NA,1.23739642152785,8.6,74.44
"35048","MULE CREEK P",405722,953735,"",".",".","1","RESSED","9.2","IA",2.32,"0.063",0.06,0.495277778,"0.003931243",3.931243458,65.1,3.77034021927024,2.75,89.59
"21017","LAKE ROCKWELL",411058,811951,"","411059081194900","04110002","1","RESSED","8.1","OH",658.5,"205.5",124.1,14.98055556,"5.74895E-05",0.057489494,6.9,1.80994434694145,43.81,5.71
"52014","ILEY LAKE",293141,972819,"",".",".","1","RESSED","9.4","TX",12.88,"2.34",2.32,0.338961039,"6.95816E-05",0.069581557,8,1.19158039191287,2.21,0
"24035","KINGS LAKE",390334,894554,"",".",".","1","RESSED","8.3","IL",14.8,"0.46",0.44,0.516216216,"0.000558742",0.558741996,10.6,1.67828618566187,41.52,21.37
"48007","BIG SANDY CREEK WATERSHED S-1",390353,1042432,"",".",".","1","RESSED","9.4","CO",44,"4.71",4.64,2.211864407,"0.000227025",0.227024573,15.3,2.3077711123341,1.4,2.27
"46018","HUGHES NO. 1",381246,1003034,"",".",".","1","RESSED","9.4","KS",3.71,"0.64",0.63,0.233587786,"0.00017658",0.17658017,19.2,0.968206504303883,0,56.43
"57008","CORNFIELD WASH  (5)",355137,1070746,"",".",".","1","RESSED","10.1","NM",2.15,"1.04",1.04,0.652631579,"0.00029886",0.298859519,92.5,3.34798736411261,0.11,0
"27013","E-3, MENSINK",433430,920830,"",".",".","2","RESSED","8.1","MN",31.5,"3.16",3.1,0.637974684,"9.80108E-05",0.098010837,6.2,4.0212775025041,20.12,56.14
"31036","TRENTMAN",394940,954340,"",".",".","1","RESSED","9.2","KS",0.96,"0.18",0.18,0.161904762,"0.00042837",0.428370411,51.4,1.89007482589896,0.81,80.72
"46043","SEBES POND",380815,994642,"",".",".","1","RESSED","9.4","KS",2.1,"1.2",1.2,0.113513514,"4.50504E-05",0.045050402,16.5,1.09421634128738,0,41.64
"31039","HIGGINSVILLE OLD CITY LAKE",390412,934021,"",".",".","1","RESSED","9.2","MO",51,"2.728",2.633,5.427135678,"0.00098164",0.981639822,32.4,2.55369942459919,11.34,26.57
"34015","FRANKTOWN-PARKER WATERSHED W-1",392124,1044650,"",".",".","1","RESSED","9.4","CO",17.3,"7.6",7.57,7.567307692,"0.000476078",0.476077725,133.3,5.01770228521907,6.62,0
"6008","ROXBORO LAKE",362605,790101,"WGS84",".",".","7","RESSED","8.3","NC",60.12,"7.62",7.52,3.752212389,"0.00023763",0.237630357,19,3.57633437499735,60.95,4.52
"42904","Tass",441213,1064505,"",".",".","1","RESSED","9.3","WY",6.28,"3.66",0.62,0.679230769,"0.000521745",0.521744656,33,4.0839880641542,0.04,0.79
