OBJECTID,Site_ID,WB_Name,SITE_TYPE,Eco_Region,LAT_DD,LON_DD,FLD_LAT_DD,FLD_LON_DD,FLD_FLAG,Replicate?,Random,"0=Calibrate,1=Validate",HUC4,HUC12,Sample_ID,WDML_Bottl,WDML_Bot_1,sediment_C_pct,Precip_mm,Temp_min_C,Temp_max_C,KFactor,Slope_Deg,SOC_0_5,Water10,Developed2,Barren30,Forest40,Shrubland5,Herbaceous,Pasture81,Cultivated,Wetlands90,WaterBody_Area_m2_KV,LAKEAREA_m2_EPA,LAKEPERIM_km_EPA,AbsDif_WB_Area_pct,Type_Water_Body_KV,LAKE_ORIGIN_EPA,LAKE_ORIGIN_renamed,log_sediment_C_pct,log_Precip_mm,log_Temp_min_C,log_Temp_max_C,log_KFactor,log_Slope_Deg,log_Soil_OC_0_5,log_Water10,log_Developed2,log_Barren30,log_Forest40,log_Shrubland5,log_Herbaceous,log_Pasture81,log_Cultivated,log_Wetlands90,log_WaterBody_Area_m2,log_Lake_Area_m2_EPA,Reservoir_PermanentID,RecordCount
95,NLA06608-0128,Twin Reservoir,PROB_Lake,9.3,48.7529,-109.2417,48.7490,-109.2395,,replicate,0.643520124,0,10,100500080204,505590,MSC672I,672I,2.6407,318.4,-1.6,13.1,0.3853,2.14,566,0.0073,0.0023,0.0044,0.0000,0.0354,0.8605,0.0000,0.0795,0.0106," 113,136 "," 123,780 ",3.099848391,9%,RESERVOIR,MAN-MADE,RESERVOIR,0.421724822,2.502960937,-5,1.118434121,-0.414169908,0.330544947,2.753199446,-2.13376957,-2.633765999,-2.357136834,-5,-1.451109532,-0.065245686,-5,-1.099756713,-1.97641883,5.053601046,5.092650422,138974029,2
480,NLA06608-1364,Elaine Lake,PROB_Lake,8.3,35.3713,-86.3817,35.3711,-86.3819,,,0.867587963,0,6,060400020302,502400,MSC201J,201J,4.4499,1470.3,8.6,21.1,0.2625,5.47,660,0.0019,0.0617,0.0001,0.3000,0.0405,0.0104,0.5410,0.0439,0.0004," 123,802 "," 124,238 ",1.940902142,0%,RESERVOIR,MAN-MADE,RESERVOIR,0.648351032,3.1674187,0.93604022,1.324723464,-0.580794343,0.738135615,2.81929128,-2.713011553,-1.209713996,-3.857585761,-0.522840567,-1.392798241,-1.981945824,-0.266799637,-1.357417922,-3.418253067,5.092727855,5.094252806,136619760,1
227,NLA06608-0496,0,PROB_Lake,9.3,48.7517,-108.0525,48.7496,-108.0557,,,0.809996395,0,10,100500100502,503950,MSC582J,582J,4.4668,309.7,-1.7,12.6,0.3707,3.43,558,0.0011,0.0026,0.0000,0.0002,0.1525,0.7027,0.0040,0.1298,0.0071," 113,675 "," 124,412 ",2.644699653,9%,LAKE,MAN-MADE,RESERVOIR,0.649998063,2.49092496,-5,1.099974808,-0.43098642,0.535442596,2.746946663,-2.96777532,-2.589863966,-5,-3.628701971,-0.816608404,-0.153251054,-2.398253049,-0.886813655,-2.146474041,5.055665042,5.094863219,139400862,1
702,NLA06608-NELP-1330,Island Pond,REF_Lake,5.3,46.9518,-68.8430,46.9518,-68.8430,,,0.617128659,0,1,010100030205,505310,MSC637I,637I,17.2964,981.8,-2.2,8.6,0.2810,5.25,1023,0.0238,0.0007,0.0069,0.8078,0.0734,0.0192,0.0004,0.0000,0.0677," 138,796 "," 124,546 ",2.07512336,11%,LAKE,NATURAL,LAKE,1.237955821,2.992007363,-5,0.934151002,-0.551332575,0.720004414,3.009667594,-1.62256168,-3.143452491,-2.163753592,-0.092692264,-1.134014979,-1.71628853,-3.408407121,-5,-1.169343509,5.142375475,5.095331276,142978849,1
603,NLA06608-2086,Jobs Pond,REF_Lake,5.3,44.7620,-71.9536,44.7628,-71.9525,,,0.507471186,0,1,041505000301,517360,MSC579I,579I,25.2839,1215.2,-1.8,9.6,0.3304,7.18,2839,0.0210,0.0384,0.0022,0.7994,0.0272,0.0054,0.0218,0.0107,0.0739," 169,143 "," 125,478 ",1.737691038,30%,LAKE,NATURAL,LAKE,1.402843824,3.084630511,-5,0.98081445,-0.481008474,0.856358599,3.453218497,-1.677379197,-1.415852561,-2.659367594,-0.097240654,-1.5655588,-2.266890481,-1.662510873,-1.969683151,-1.131124751,5.228252856,5.098566821,72752081,1
497,NLA06608-1432,Mill Creek Watershed 2 Reservoir,PROB_Lake,9.4,34.5675,-96.8794,34.5675,-96.8794,,,0.658854392,0,11,111303040102,515100,MSC226J,226J,4.3146,1058.0,9.6,23.0,0.3386,1.61,680,0.0149,0.0392,0.0147,0.1597,0.0000,0.5083,0.2316,0.0315,0.0000," 111,309 "," 126,122 ",1.550527563,12%,RESERVOIR,MAN-MADE,RESERVOIR,0.634941244,3.024492783,0.982805768,1.361191742,-0.470333714,0.205728247,2.832607329,-1.825464888,-1.406652833,-1.831998411,-0.79659901,-5,-0.293893196,-0.635268896,-1.502062115,-4.44141494,5.046530364,5.10079247,137688831,1
193,NLA06608-0405,Lake Stanmore,PROB_Lake,5.3,41.9714,-75.8795,41.9714,-75.8797,,,0.242182787,1,2,020501011310,516550,MSC563I,563I,6.2203,1103.6,1.8,12.8,0.2408,9.10,928,0.0096,0.0381,0.0013,0.6837,0.0107,0.0024,0.2295,0.0220,0.0027," 121,955 "," 126,194 ",1.399424174,3%,RESERVOIR,MAN-MADE,RESERVOIR,0.793808119,3.042806302,0.257582587,1.107442338,-0.61838043,0.959060981,2.967316976,-2.018406577,-1.419262412,-2.877615917,-0.165147254,-1.970748169,-2.618212161,-0.639246015,-1.657170382,-2.566203885,5.086199971,5.101039683,43498546,1
163,NLA06608-0302,0,PROB_Lake,9.2,45.9170,-97.0243,45.9177,-97.0249,,,0.010704613,1,9,090201010302,512730,MSC253J,253J,10.9988,548.3,-0.3,12.2,0.3243,0.79,1991,0.1066,0.0400,0.0001,0.0055,0.0000,0.0285,0.0891,0.7021,0.0281, 702 ," 126,514 ",1.326403228,198%,LAKE,NATURAL,LAKE,1.041346371,2.739051109,-5,1.084948045,-0.489008446,-0.100958944,3.298998429,-0.972406125,-1.397715741,-3.871932005,-2.262419685,-5,-1.544966275,-1.050116254,-0.153596426,-1.551306453,2.846115245,5.102140154,126211614,1
562,NLA06608-1821,Lake Kittamagundi,PROB_Lake,8.3,39.2164,-76.8537,39.2161,-76.8537,,,0.487639975,1,2,020600060202,509670,MSC600J,600J,3.9861,1137.8,6.7,18.8,0.3595,2.53,849,0.0030,0.5933,0.0120,0.2472,0.0110,0.0012,0.0583,0.0438,0.0302," 117,792 "," 127,105 ",2.148415626,8%,RESERVOIR,MAN-MADE,RESERVOIR,0.600550805,3.056049454,0.823180684,1.274751855,-0.444322178,0.40239867,2.928689739,-2.518709709,-0.226691382,-1.919098576,-0.607026916,-1.95945352,-2.92461169,-1.234571817,-1.359003086,-1.519537008,5.071115968,5.104162868,81707669,1
641,NLA06608-2673,Strawberry Lake,PROB_Lake,6.2,44.3066,-118.6850,44.3090,-118.6831,,,0.070711513,1,17,170702010601,517390,MSC649H,649H,12.7100,646.6,-0.9,12.2,0.2394,13.85,626,0.0020,0.0162,0.0084,0.4313,0.3499,0.0535,0.0078,0.0008,0.1301," 138,904 "," 127,253 ",1.751292625,9%,LAKE,NATURAL,LAKE,1.104145551,2.810613341,-5,1.084656024,-0.620795253,1.141392754,2.796307739,-2.694298253,-1.790023287,-2.075364686,-0.365261783,-0.456005298,-1.271993721,-2.107944642,-3.08168808,-0.885825312,5.142716303,5.104668741,144675368,1
440,NLA06608-1227,Kokomo Reservoir No. 1,PROB_Lake,8.2,40.4902,-86.0031,40.4936,-86.0081,Not in NHD Lake Polygon,,0.883462137,0,5,051201070107,503890,MSC262I,262I,3.9462,1012.2,4.4,15.7,0.3903,0.46,1206,0.0236,0.1161,0.0000,0.0414,0.0034,0.0100,0.0015,0.7963,0.0078," 142,596 "," 127,423 ",1.436199689,11%,RESERVOIR,MAN-MADE,RESERVOIR,0.596181954,3.005255915,0.641678183,1.1946796,-0.408613513,-0.335934526,3.081525217,-1.626867874,-0.935308893,-5,-1.383049953,-2.46709457,-2.000088986,-2.822221469,-0.098944548,-2.110442924,5.15410842,5.105248271,152100828,1
539,NLA06608-1655,Loyalton Dam,PROB_Lake,9.3,45.2749,-99.2074,45.2760,-99.2051,,,0.036004836,1,10,101600070212,502380,MSC239J,239J,7.3404,500.1,-0.3,13.0,0.3378,0.87,1677,0.0189,0.0328,0.0006,0.0071,0.0018,0.5281,0.0256,0.3782,0.0069," 123,664 "," 127,965 ",2.119757376,3%,LAKE,MAN-MADE,RESERVOIR,0.865719963,2.699022512,-5,1.113460346,-0.471401975,-0.062848254,3.224471161,-1.724427588,-1.483595204,-3.236824603,-2.146647973,-2.748707964,-0.277275668,-1.59248703,-0.42225262,-2.160436257,5.092244885,5.107090178,144265448,1
16,NLA06608-0014,Unnamed Lake,PROB_Lake,9.2,47.8349,-100.5757,47.8336,-100.5750,,,0.517005528,0,9,090100030102,505780,MSC865I,865I,8.8125,431.5,-1.3,11.5,0.3170,1.68,1341,0.0503,0.0453,0.0001,0.0128,0.0000,0.1720,0.2066,0.3810,0.1319," 128,802 "," 128,095 ",1.383813932,1%,LAKE,NATURAL,LAKE,0.945099278,2.634934264,-5,1.060681921,-0.498927221,0.225273427,3.127426604,-1.298625336,-1.344113518,-4.244018161,-1.891242142,-5,-0.764365347,-0.684903725,-0.419081693,-0.879683681,5.109922517,5.107533147,144411551,1
433,NLA06608-1208,0,PROB_Lake,9.4,38.7595,-97.1629,38.7607,-97.1650,,,0.054362732,1,10,102600080503,513050,MSC208I,208I,8.1583,850.4,6.3,19.4,0.3052,2.36,1181,0.0078,0.0452,0.0000,0.0407,0.0001,0.3352,0.0044,0.5634,0.0032," 73,799 "," 128,529 ",1.629498586,54%,RESERVOIR,MAN-MADE,RESERVOIR,0.911597968,2.92962077,0.797654327,1.288090523,-0.51542733,0.372984195,3.072076994,-2.106899648,-1.345043375,-5,-1.390260442,-4.224998961,-0.474683457,-2.357973653,-0.249165214,-2.493611677,4.86804983,5.109002421,125345672,2
434,NLA06608-1208,0,PROB_Lake,9.4,38.7595,-97.1629,38.7607,-97.1650,,replicate,0.702357074,0,10,102600080503,504480,MSC617H,617H,7.2782,850.4,6.3,19.4,0.3052,2.36,1181,0.0078,0.0452,0.0000,0.0407,0.0001,0.3352,0.0044,0.5634,0.0032," 73,799 "," 128,529 ",1.629498586,54%,RESERVOIR,MAN-MADE,RESERVOIR,0.862022673,2.92962077,0.797654327,1.288090523,-0.51542733,0.372984195,3.072076994,-2.106899648,-1.345043375,-5,-1.390260442,-4.224998961,-0.474683457,-2.357973653,-0.249165214,-2.493611677,4.86804983,5.109002421,125345672,2
41,NLA06608-0049,Clear Creek Reservoir,PROB_Lake,6.2,45.0623,-117.1534,45.0626,-117.1515,,,0.052529882,1,17,170502010603,507630,MSC739I,739I,6.2821,1038.0,-0.9,12.3,0.2519,12.32,1759,0.0020,0.0090,0.0002,0.7107,0.0550,0.0440,0.0000,0.1736,0.0055," 122,084 "," 128,905 ",1.95649328,5%,LAKE,MAN-MADE,RESERVOIR,0.798106919,3.016185453,-5,1.088264008,-0.598774012,1.090715707,3.245372127,-2.705293398,-2.044384325,-3.79971461,-0.148284288,-1.259832355,-1.35633985,-5,-0.760555533,-2.256533787,5.086658267,5.110271362,127034359,1
422,NLA06608-1155,0,PROB_Lake,9.3,47.0743,-99.6307,47.0796,-99.6314,,,0.442101733,1,10,101301030306,513130,MSC247H,247H,12.1811,447.6,-1.4,11.3,0.1618,1.08,1222,0.1939,0.0299,0.0002,0.0001,0.0000,0.4570,0.1116,0.1628,0.0444," 131,692 "," 129,152 ",1.495564759,2%,LAKE,NATURAL,LAKE,1.085685296,2.650841727,-5,1.054852332,-0.79107673,0.031558187,3.087239457,-0.712370326,-1.523749347,-3.634339057,-3.974287119,-5,-0.340099643,-0.952348791,-0.788337915,-1.352461958,5.119558566,5.111101817,145412709,1
510,NLA06608-1488,Tri-County Turkey Creek Site 7 Reservoir,PROB_Lake,9.4,34.7343,-99.6953,34.7341,-99.6950,,,0.498641509,1,11,111202020402,506360,MSC846I,846I,2.0500,679.6,9.1,24.2,0.3488,0.95,548,0.0036,0.0439,0.0034,0.0022,0.5247,0.0397,0.0000,0.3785,0.0039," 57,951 "," 129,992 ",2.400493247,77%,RESERVOIR,MAN-MADE,RESERVOIR,0.311753861,2.832226753,0.957918227,1.383658136,-0.457475955,-0.023904679,2.739055702,-2.442444224,-1.357917469,-2.462595521,-2.655628458,-0.280066445,-1.401250483,-5,-0.421911786,-2.405750984,4.763058534,5.113918239,137896492,1
711,NLA06608-OH:22,Miller Antrim Lake,REF_Lake,8.2,40.0808,-83.0328,40.0808,-83.0333,,,0.333380468,1,5,050600011102,515860,MSC617I,617I,3.4119,987.7,4.9,16.7,0.3552,1.50,803,0.0107,0.7777,0.0000,0.1537,0.0021,0.0073,0.0382,0.0103,0.0000," 161,554 "," 130,439 ",1.639851154,21%,LAKE,NATURAL,LAKE,0.53299693,2.9946399,0.690755119,1.22260135,-0.449473381,0.176584193,2.904850965,-1.968709485,-0.109206368,-5,-0.813258133,-2.680699999,-2.137306849,-1.418016811,-1.987431974,-5,5.208318743,5.115406125,152116094,1
182,NLA06608-0358,Little Greenough Pond,PROB_Lake,5.3,44.8403,-71.1348,44.8402,-71.1340,,,0.35657077,1,1,010400010502,512310,MSC053I,053I,21.7071,1145.9,-1.9,9.1,0.2530,10.03,3879,0.0185,0.0149,0.0009,0.8813,0.0344,0.0157,0.0000,0.0061,0.0281," 168,193 "," 131,074 ",1.502320109,25%,LAKE,NATURAL,LAKE,1.336601587,3.059156537,-5,0.958031105,-0.596864812,1.001145877,3.588772422,-1.732087393,-1.827664356,-3.026450269,-0.054862789,-1.463228829,-1.803246465,-5,-2.215629902,-1.551369556,5.225806838,5.117517772,118181726,1
381,NLA06608-0996,Lewis Lake,PROB_Lake,9.4,36.4775,-104.8975,36.4771,-104.8967,,,0.828251472,0,11,110800020108,502730,MSC045I,045I,7.0790,548.3,-0.6,14.9,0.1832,14.35,388,0.0027,0.0017,0.0005,0.6647,0.0944,0.2064,0.0000,0.0021,0.0276," 107,922 "," 132,227 ",1.527852437,20%,RESERVOIR,MAN-MADE,RESERVOIR,0.849973937,2.73905401,-5,1.172059546,-0.737019494,1.156852836,2.588411677,-2.57341913,-2.764589297,-3.274974228,-0.177406142,-1.025173736,-0.68535802,-5,-2.672914237,-1.559594602,5.033109103,5.121318654,81675215,1
223,NLA06608-0488,Bee Creek Lake,PROB_Lake,9.4,37.1925,-95.9867,37.1924,-95.9870,,,0.002187539,1,11,110701060403,514490,MSC726I,726I,3.0763,1032.7,7.4,20.5,0.3288,3.50,836,0.0080,0.0223,0.0000,0.1873,0.0004,0.2584,0.4800,0.0431,0.0003," 92,525 "," 134,820 ",4.312833504,37%,RESERVOIR,MAN-MADE,RESERVOIR,0.488027697,3.013984988,0.870049846,1.312197025,-0.483016597,0.543806947,2.922380093,-2.097807702,-1.650808578,-5,-0.727367356,-3.388398744,-0.587630131,-0.318730647,-1.36524921,-3.499097042,4.966260868,5.129752915,131488353,1
441,NLA06608-1232,0,PROB_Lake,9.2,39.2972,-91.0015,39.2989,-91.0000,,,0.834474619,0,7,071100041002,503600,MSC935I,935I,2.1319,966.0,6.0,18.0,0.3163,2.96,942,0.0873,0.0344,0.0011,0.2529,0.0006,0.0091,0.2587,0.2447,0.1112," 132,132 "," 136,472 ",1.90071869,3%,RESERVOIR,MAN-MADE,RESERVOIR,0.328768256,2.984984837,0.775581886,1.255846081,-0.499914305,0.47064969,2.973896447,-1.059190803,-1.462963979,-2.940144317,-0.597125797,-3.235888716,-2.041061176,-0.587190405,-0.61132386,-0.953939463,5.121009255,5.135042106,144569874,1
450,NLA06608-1266,Lucky Reservoir,PROB_Lake,10.1,42.1200,-119.9976,42.1222,-119.9949,,,0.371718252,1,17,171200070105,514840,MSC934H,934H,2.4996,457.8,0.2,13.4,0.2035,1.73,456,0.0948,0.0006,0.0011,0.0080,0.7851,0.0034,0.0000,0.0000,0.1070," 114,854 "," 137,562 ",2.660069743,18%,RESERVOIR,MAN-MADE,RESERVOIR,0.397873122,2.660647578,-0.729903716,1.128708821,-0.691532585,0.2388553,2.658608447,-1.023224639,-3.213293579,-2.978080868,-2.098307503,-0.105056345,-2.463171053,-5,-5,-0.970643467,5.060145951,5.138497801,83450653,1
541,NLA06608-1672,Caruth Lake,PROB_Lake,9.4,32.9450,-96.4533,32.9448,-96.4533,,,0.826701018,0,12,120301060402,511090,MSC284J,284J,7.0004,1032.8,12.0,24.3,0.2116,1.18,836,0.3419,0.3820,0.0010,0.0571,0.0001,0.1159,0.0717,0.0183,0.0119," 250,912 "," 138,396 ",2.369220061,58%,RESERVOIR,MAN-MADE,RESERVOIR,0.845123414,3.014036371,1.079805512,1.385597158,-0.674499525,0.071131349,2.921965363,-0.46612286,-0.417957239,-3.009383608,-1.243156714,-3.974621501,-0.93575689,-1.144230262,-1.737348508,-1.923320527,5.399521937,5.141123541,120849104,1
606,NLA06608-2120,JAMES LAKE,PROB_Lake,9.4,32.5930,-98.3157,32.5930,-98.3191,,,0.772624665,0,12,120602010905,507100,MSC570H,570H,2.3257,788.1,11.2,25.2,0.2798,4.91,382,0.0717,0.0625,0.0000,0.3702,0.0851,0.3591,0.0263,0.0131,0.0120," 106,163 "," 138,662 ",1.989969708,27%,RESERVOIR,MAN-MADE,RESERVOIR,0.366556681,2.896554137,1.047326482,1.400655517,-0.553223536,0.690737644,2.582162129,-1.144512769,-1.204372213,-5,-0.431585336,-1.070068988,-0.44478658,-1.579614461,-1.882345192,-1.919956743,5.025972694,5.141956259,101219827,1
240,NLA06608-0531,0,PROB_Lake,9.3,46.0341,-99.1679,46.0336,-99.1681,,,0.67882546,0,10,101301060302,512160,MSC043I,043I,6.5320,471.0,-1.2,11.8,0.2961,1.07,1139,0.1053,0.0439,0.0005,0.0013,0.0210,0.5171,0.0901,0.2119,0.0089," 131,273 "," 138,802 ",1.851641137,6%,LAKE,NATURAL,LAKE,0.815043783,2.673024115,-5,1.071498592,-0.52862919,0.028753854,3.056383741,-0.977547275,-1.357330419,-3.335756766,-2.888897116,-1.677195049,-0.286434358,-1.045144336,-0.673898594,-2.051109156,5.118173924,5.142394501,147889850,1
101,NLA06608-0149,Lake Nephawin,PROB_Lake,5.3,41.6334,-76.8408,41.6333,-76.8403,,,0.766841045,0,2,020501060301,515140,MSC533I,533I,7.2296,994.6,2.1,13.1,0.2407,7.50,944,0.0019,0.0483,0.0001,0.5308,0.0066,0.0010,0.2667,0.1395,0.0051," 147,862 "," 139,444 ",1.606338683,6%,RESERVOIR,NATURAL,LAKE,0.859117213,2.997628296,0.324514536,1.117632566,-0.618517607,0.874793955,2.974900722,-2.713854327,-1.316387921,-4.023247886,-0.275046933,-2.177805304,-3.011348662,-0.574043846,-0.855389251,-2.292645033,5.169856578,5.144399767,66420821,1
247,NLA06608-0558,North Mayfield,PROB_Lake,8.1,46.7633,-96.2152,46.7623,-96.2145,,,0.458039648,1,9,090201060502,508880,MSC590J,590J,17.5714,591.3,-0.9,11.2,0.2895,1.79,1559,0.0809,0.0421,0.0002,0.1509,0.0018,0.0483,0.1098,0.4889,0.0769," 146,980 "," 140,350 ",1.891759921,5%,LAKE,NATURAL,LAKE,1.244807403,2.771782362,-5,1.047288113,-0.538378037,0.253525074,3.192919051,-1.091902351,-1.375253018,-3.650293235,-0.821311281,-2.734614121,-1.316135264,-0.959237759,-0.31073658,-1.114180604,5.167257852,5.147212942,121545411,1
390,NLA06608-1022,0,PROB_Lake,9.3,47.1365,-99.0594,47.1369,-99.0598,,,0.997696727,0,10,101600020403,502520,MSC287I,287I,10.0461,474.8,-1.4,11.4,0.3004,1.37,1629,0.0263,0.0365,0.0000,0.0047,0.0000,0.2105,0.2574,0.4296,0.0351," 134,008 "," 140,828 ",1.752777745,5%,LAKE,NATURAL,LAKE,1.001995422,2.676533811,-5,1.056989626,-0.522236713,0.137007449,3.211887595,-1.580126325,-1.437642412,-4.605432191,-2.331736603,-5,-0.676811055,-0.589377115,-0.366949502,-1.455290029,5.12713084,5.148688306,147306187,1
114,NLA06608-0189,Middle Wheeling Creek,PROB_Lake,8.4,40.0294,-80.5794,40.0304,-80.5785,,,0.005506696,1,5,050301060602,513150,MSC275I,275I,2.8310,1043.2,4.4,16.0,0.2972,9.22,877,0.0023,0.1073,0.0075,0.6070,0.0001,0.0115,0.2321,0.0322,0.0000," 134,612 "," 143,971 ",2.866744638,7%,RESERVOIR,MAN-MADE,RESERVOIR,0.451944932,3.018367507,0.647204442,1.203465662,-0.526964312,0.964526178,2.943101893,-2.635540813,-0.969538131,-2.122637468,-0.216790968,-4.296406291,-1.938090651,-0.634309846,-1.49267612,-5,5.129084453,5.158274955,73884990,2
115,NLA06608-0189,Middle Wheeling Creek,PROB_Lake,8.4,40.0294,-80.5794,40.0304,-80.5785,,replicate,0.926420162,0,5,050301060602,502770,MSC679I,679I,2.4105,1043.2,4.4,16.0,0.2972,9.22,877,0.0023,0.1073,0.0075,0.6070,0.0001,0.0115,0.2321,0.0322,0.0000," 134,612 "," 143,971 ",2.866744638,7%,RESERVOIR,MAN-MADE,RESERVOIR,0.382112541,3.018367507,0.647204442,1.203465662,-0.526964312,0.964526178,2.943101893,-2.635540813,-0.969538131,-2.122637468,-0.216790968,-4.296406291,-1.938090651,-0.634309846,-1.49267612,-5,5.129084453,5.158274955,73884990,2
1,NLA06608-0002,Crane Pond,PROB_Lake,8.5,33.0361,-79.9838,33.0357,-79.9837,,,0.020529127,1,3,030502010704,503440,MSC677I,677I,25.3428,1296.7,12.0,24.5,0.2205,0.65,1195,0.0222,0.1652,0.0084,0.3426,0.0741,0.0198,0.0271,0.0104,0.3301," 144,089 "," 144,380 ",1.743509934,0%,RESERVOIR,MAN-MADE,RESERVOIR,1.40385487,3.112824285,1.07954943,1.389704618,-0.656621593,-0.186631265,3.077460527,-1.653714677,-0.782030765,-2.073322124,-0.465212006,-1.130093809,-1.703299864,-1.56706128,-1.981087265,-0.481338484,5.158630979,5.159506979,60892263,2
2,NLA06608-0002,Crane Pond,PROB_Lake,8.5,33.0361,-79.9838,33.0357,-79.9837,,replicate,0.681235349,0,3,030502010704,504700,MSC890I,890I,25.0774,1296.7,12.0,24.5,0.2205,0.65,1195,0.0222,0.1652,0.0084,0.3426,0.0741,0.0198,0.0271,0.0104,0.3301," 144,089 "," 144,380 ",1.743509934,0%,RESERVOIR,MAN-MADE,RESERVOIR,1.399281676,3.112824285,1.07954943,1.389704618,-0.656621593,-0.186631265,3.077460527,-1.653714677,-0.782030765,-2.073322124,-0.465212006,-1.130093809,-1.703299864,-1.56706128,-1.981087265,-0.481338484,5.158630979,5.159506979,60892263,2
496,NLA06608-1425,Forbes Lake,PROB_Lake,7.1,47.1920,-122.9726,47.1904,-122.9717,,,0.619098302,0,17,171100190604,509710,MSC810I,810I,22.2200,1836.6,5.4,15.7,0.1182,5.89,1491,0.0119,0.0973,0.0003,0.5586,0.1850,0.0573,0.0113,0.0000,0.0782," 152,021 "," 145,459 ",1.57554195,4%,LAKE,NATURAL,LAKE,1.346744621,3.26400603,0.734701371,1.194685076,-0.927280219,0.770196108,3.173614585,-1.923821057,-1.011793675,-3.499351,-0.252898014,-0.732745397,-1.242205957,-1.945737638,-5,-1.106654047,5.181902662,5.162741709,155197808,1
310,NLA06608-0770,Tempe Lakes,PROB_Lake,10.2,33.3765,-111.9196,33.3764,-111.9206,,,0.34386842,1,15,150601060305,502010,MSC697I,697I,7.9903,220.3,13.8,30.1,0.2816,1.07,210,0.0034,0.8765,0.0000,0.0000,0.1060,0.0000,0.0013,0.0102,0.0026," 196,697 "," 149,480 ",4.28498057,27%,LAKE,MAN-MADE,RESERVOIR,0.902565423,2.342964175,1.138519401,1.478421006,-0.550420809,0.030764252,2.321438334,-2.464244718,-0.057252874,-4.89657251,-5,-0.974896437,-5,-2.872086843,-1.991965147,-2.587794737,5.293797826,5.174582505,139050261,1
112,NLA06608-0184,Heritage Park Lake,PROB_Lake,9.2,38.8346,-94.7490,38.8338,-94.7485,,,0.138263264,1,10,103001010101,503610,MSC673I,673I,2.7374,1023.9,6.8,18.4,0.3470,2.21,1110,0.0139,0.2344,0.0020,0.0838,0.0031,0.0109,0.4502,0.1986,0.0031," 158,536 "," 149,525 ",1.761466403,6%,LAKE,MAN-MADE,RESERVOIR,0.437344292,3.010267391,0.833160184,1.264907393,-0.459670522,0.344809489,3.045485287,-1.858208867,-0.630009987,-2.704367974,-1.076504294,-2.513652624,-1.961847295,-0.346589714,-0.702009567,-2.50793814,5.200128084,5.17471414,77033667,1
286,NLA06608-0687,Big Battlement Lake,PROB_Lake,6.2,38.9969,-108.0511,38.9962,-108.0512,,,0.850337107,0,14,140200050107,507950,MSC748I,748I,10.6444,625.9,-1.9,12.5,0.1854,10.43,499,0.0094,0.0067,0.0062,0.7712,0.0857,0.0456,0.0629,0.0000,0.0123," 150,522 "," 149,848 ",1.620425858,0%,LAKE,MAN-MADE,RESERVOIR,1.027120697,2.796504714,-5,1.09550375,-0.731806204,1.018405499,2.697922608,-2.026895742,-2.174450034,-2.210165586,-0.112815297,-1.066983438,-1.341038679,-1.201489389,-5,-1.90913559,5.177599791,5.175650679,75557483,1
595,NLA06608-2027,McFarlane Reservoir,PROB_Lake,6.2,42.2398,-105.6304,42.2401,-105.6297,,,0.998104053,0,10,101800110602,513230,MSC245J,245J,2.4148,533.3,-3.6,10.3,0.1866,8.49,601,0.0026,0.0055,0.0000,0.1885,0.7168,0.0318,0.0313,0.0000,0.0234," 155,932 "," 150,139 ",1.930960033,4%,LAKE,MAN-MADE,RESERVOIR,0.382888001,2.726942546,-5,1.011864642,-0.729179721,0.929072878,2.779013954,-2.580055796,-2.26037225,-5,-0.724751256,-0.144576893,-1.497371701,-1.50394861,-5,-1.630528139,5.192936007,5.176494943,136893123,1
67,NLA06608-0078,Unknown,PROB_Lake,9.2,48.1778,-100.2942,48.1777,-100.2940,,,0.121415671,1,9,090202020400,512260,MSC569J,569J,14.3791,441.3,-2.1,10.9,0.2654,1.05,1128,0.0939,0.0355,0.0011,0.0018,0.0000,0.1730,0.3335,0.2916,0.0696," 157,205 "," 150,712 ",1.495276968,4%,LAKE,NATURAL,LAKE,1.15773264,2.6447028,-5,1.038201894,-0.576147182,0.019958718,3.052298384,-1.027337322,-1.44952851,-2.956000204,-2.749767403,-5,-0.761921996,-0.476924421,-0.535143443,-1.157694212,5.196467255,5.178146901,143261242,1
31,NLA06608-0033,Swamp,PROB_Lake,6.2,47.3111,-121.2991,47.3106,-121.3010,,,0.072932222,1,17,170300010304,512930,MSC988I,988I,21.3324,1932.4,0.9,10.8,0.1198,14.34,3199,0.0005,0.0688,0.0014,0.5763,0.2498,0.0220,0.0000,0.0000,0.0811," 2,083 "," 151,645 ",1.777959372,195%,LAKE,NATURAL,LAKE,1.32903982,3.286099476,-0.063887004,1.034362083,-0.921665629,1.156421274,3.504956001,-3.275782361,-1.162446839,-2.858537198,-0.239325868,-0.602384408,-1.657021332,-5,-5,-1.090897438,3.318763554,5.180827624,149338092,1
