"Source_ID","Site_ID","Site_Name","Flux_Name","Date_start","Date_end","Aggregated_Space","Aggregated_Time","Diffusive_CH4_Flux_Min","Diffusive_CH4_Flux_Max","Diffusive_CH4_Flux_Mean","Diffusive_CH4_Flux_SD","Diffusive_CH4_Flux_Median","SampleCount_Diffusive","Diff_Method","Eb_CH4_Flux_Min","Eb_CH4_Flux_Max","Eb_CH4_Flux_Mean","Eb_CH4_Flux_SD","Eb_CH4_Flux_Median","SampleCount_Eb","Eb_Method","Total_CH4_Flux_Min","Total_CH4_Flux_Max","Total_CH4_Flux_Mean","Total_CH4_Flux_SD","Total_CH4_Flux_Median","Total_Method","CO2_Flux_Min","CO2_Flux_Max","CO2_Flux_Mean","CO2_Flux_SD","CO2_Flux_Median","CO2_Flux_Method","N2O_Flux_Min","N2O_Flux_Max","N2O_Flux_Mean","N2O_Flux_SD","N2O_Flux_Median","k_Method","k_ref","Comments","new_Diffusive_CH4_Flux_unit","new_Eb_CH4_Flux_unit","new_Total_CH4_Flux_unit","new_CO2_Flux_unit","new_N2O_Flux_unit","orig_Diffusive_CH4_Flux_unit","orig_Eb_CH4_Flux_unit","orig_Total_CH4_Flux_unit","orig_CO2_Flux_unit","orig_N2O_Flux_unit"
2234,1133,"BD_ditch","BD May",2020-05-12,2020-05-12,"No","No",NA,NA,65.945088,NA,NA,3,"floating chamber- linear response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.758832,NA,NA,"chamber",NA,NA,0.10109237,NA,NA,NA,NA,NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1","mmol m-2 d-1","mg C m-2 h-1",NA,NA,"mg CO2 m-2 h-1","ug N m-2 h-1"
2247,1367,"Smith Restored Downstream","Smith restored fall",2020-09-15,2020-09-15,"No","No",NA,NA,2.89,3.63,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,308,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1367,"Smith Restored Downstream","Smith restored winter",2020-02-09,2020-02-09,"No","No",NA,NA,2.3,8.42,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,790,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1368,"Smith Unrestored Downstream","Smith unrestored fall",2020-09-15,2020-09-15,"No","No",NA,NA,0.03,0.09,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.48,10,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1368,"Smith Unrestored Downstream","Smith unrestored winter",2020-02-09,2020-02-09,"No","No",NA,NA,-0.05,0.15,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,45.3,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1369,"Austin Restored Downstream","Austin restored fall",2020-10-05,2020-10-05,"No","No",NA,NA,5.28,1.41,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,167,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1369,"Austin Restored Downstream","Austin restored winter",2020-01-26,2020-01-26,"No","No",NA,NA,5.87,2.8,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210,863,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1370,"Austin Unrestored Downstream","Austin unrestored fall",2020-10-05,2020-10-05,"No","No",NA,NA,0.77,0.54,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,106,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1370,"Austin Unrestored Downstream","Austin unrestored winter",2020-01-26,2020-01-26,"No","No",NA,NA,0.008,0.11,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,95.2,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1371,"HGT Restored Downstream","HGT restored fall",2020-11-27,2020-11-27,"No","No",NA,NA,4.5,4.4,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,832,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1371,"HGT Restored Downstream","HGT restored winter",2020-02-22,2020-02-22,"No","No",NA,NA,3.63,3.53,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,778,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1372,"HGT Unrestored Downstream","HGT unrestored fall",2020-11-28,2020-11-28,"No","No",NA,NA,1.72,0.73,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,209,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2247,1372,"HGT Unrestored Downstream","HGT unrestored winter",2020-02-22,2020-02-22,"No","Yes",NA,NA,0.12,0.26,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,99,NA,"conc+k",NA,NA,NA,NA,NA,"tracer addition","Yotsukura et al. 1983; Duran & Hemond 1984; Kilpatrick et al. 1989; Genereux & Hemond 1992; Oviedo-Vargas et al. 2015","Fluxes are reach-scale with NaCL + C3H8 additions for k and to compensate for groundwater gas input; SDs are uncertainties based on error propagation analysis","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA
2249,1379,"Horstermeer d2","Horstermeer d2",2020-01-15,2020-10-15,"No","Yes",NA,NA,10.0249152,13.0174272,NA,22,"chamber (unspecified)- unspecified response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"few details about chamber methods; assumption made that they are floating chambers based on qualificaton that fluxes were measured ""at the ditch water surface""","mmol m-2 d-1",NA,NA,NA,NA,"mg CH4 m-2 h-1",NA,NA,NA,NA
2249,7285,"Horstermeer","Horstermeer d1",2020-01-15,2020-10-15,"No","Yes",NA,NA,12.718176,9.8752896,NA,22,"chamber (unspecified)- unspecified response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ew details about chamber methods; assumption made that they are floating chambers based on qualificaton that fluxes were measured ""at the ditch water surface""","mmol m-2 d-1",NA,NA,NA,NA,"mg CH4 m-2 h-1",NA,NA,NA,NA
2251,1383,"R1 Muggelspree","R1 Muggelspree",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.374064,0.436408,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.374064,0.436408,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1384,"R2 Landwehr Canal","R2 Landwehr Canal",2020-04-15,2020-03-15,"No","Yes",NA,NA,3.241888,4.613456,NA,3,"floating chamber- linear response",NA,NA,9.164568,22.069776,NA,NA,"departure from linear increase during measurement",NA,NA,12.406456,23.753064,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1385,"R3 Spree River 1","R3 Spree River 1",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.872816,0.374064,NA,3,"floating chamber- linear response",NA,NA,0,0.062344,NA,NA,"departure from linear increase during measurement",NA,NA,0.872816,0.374064,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1386,"R4 Kuhlake","R4 Kuhlake",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.062344,0.062344,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.062344,0.062344,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1387,"R5 Neukolln Ship Canal","R5 Neukolln Ship Canal",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.436408,0.31172,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.436408,0.31172,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1388,"R6 Spree River 2","R6 Spree River 2",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.31172,0.187032,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.31172,0.187032,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1389,"R7 Panke River","R7 Panke River",2020-04-15,2020-03-15,"No","Yes",NA,NA,1.24688,2.18204,NA,3,"floating chamber- linear response",NA,NA,13.590992,27.369016,NA,NA,"departure from linear increase during measurement",NA,NA,14.089744,27.556048,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1390,"H1 Teltow Canal 1","H1 Teltow Canal 1",2020-04-15,2020-03-15,"No","Yes",NA,NA,2.80548,2.244384,NA,3,"floating chamber- linear response",NA,NA,31.546064,58.790392,NA,NA,"departure from linear increase during measurement",NA,NA,34.351544,58.790392,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1391,"H1 Teltow Canal 2","H1 Teltow Canal 2",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.249376,0.187032,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.249376,0.187032,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1392,"S1 Zingergraben","S1 Zingergraben",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.561096,0.374064,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.561096,0.374064,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1393,"S2 Schwarzergraben","S2 Schwarzergraben",2020-04-15,2020-03-15,"No","Yes",NA,NA,8.603472,10.9102,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,8.603472,10.9102,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1394,"S3 Ditch 1","S3 Ditch 1",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.187032,0.124688,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,0.187032,0.124688,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1395,"S4 Ditch 73","S4 Ditch 73",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.062344,NA,NA,3,"floating chamber- linear response",NA,NA,0,NA,NA,NA,"departure from linear increase during measurement",NA,NA,0.062344,NA,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1396,"S5 River Erpe","S5 River Erpe",2020-04-15,2020-03-15,"No","Yes",NA,NA,1.932664,1.87032,NA,3,"floating chamber- linear response",NA,NA,0.810472,2.867824,NA,NA,"departure from linear increase during measurement",NA,NA,2.743136,3.615952,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1397,"S6 Koppelgraben","S6 Koppelgraben",2020-04-15,2020-03-15,"No","Yes",NA,NA,0.187032,0.062344,NA,3,"floating chamber- linear response",NA,NA,22.44384,38.902656,NA,NA,"departure from linear increase during measurement",NA,NA,22.630872,38.902656,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1398,"S7 Plumpengraben","S7 Plumpengraben",2020-04-15,2020-03-15,"No","Yes",NA,NA,3.802984,3.241888,NA,3,"floating chamber- linear response",NA,NA,18.765544,41.708136,NA,NA,"departure from linear increase during measurement",NA,NA,22.568528,44.26424,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1399,"H3 River Wuhle","H3 River Wuhle",2020-04-15,2020-03-15,"No","Yes",NA,NA,1.433912,1.496256,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,1.433912,1.496256,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2251,1400,"H4 Tegeler Fliesse","H4 Tegeler Fliesse",2020-04-15,2020-03-15,"No","Yes",NA,NA,1.745632,2.49376,NA,3,"floating chamber- linear response",NA,NA,0,0,NA,NA,"departure from linear increase during measurement",NA,NA,1.745632,2.49376,NA,"floating chamber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diffusive flux also calculated from conc + k (using MacIntyre et al. 1995 model); also some inverted funnel measurements of ebullition","mmol m-2 d-1","mmol m-2 d-1","mmol m-2 d-1",NA,NA,"mg CH4 m-2 d-1","mg CH4 m-2 d-1","mg CH4 m-2 d-1",NA,NA
2253,4433,"RD238","RD238",2020-05-16,2020-05-16,"No","No",NA,NA,3.938440655,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.126662,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4434,"RD411","RD411",2020-05-16,2020-05-16,"No","No",NA,NA,0.79135213,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.5669287,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4435,"RD412","RD412",2020-05-16,2020-05-16,"No","No",NA,NA,0.36773887,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620.535383,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4436,"RD049","RD049",2020-05-17,2020-05-17,"No","No",NA,NA,1.989344154,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.2580272,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4437,"RD056","RD056",2020-05-17,2020-05-17,"No","No",NA,NA,0.153543895,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.5430977,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4438,"RD058","RD058",2020-05-17,2020-05-17,"No","No",NA,NA,0.152686109,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.9223329,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4440,"RD037","RD037",2020-05-18,2020-05-18,"No","No",NA,NA,0.186904616,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.871138,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4441,"RD316","RD316",2020-05-18,2020-05-18,"No","No",NA,NA,85.33561456,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.9405638,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4442,"RD317","RD317",2020-05-18,2020-05-18,"No","No",NA,NA,1.278024548,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8657.734805,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4443,"RD048","RD048",2020-05-19,2020-05-19,"No","No",NA,NA,0.733935191,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.0602985,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4444,"RD065","RD065",2020-05-19,2020-05-19,"No","No",NA,NA,0.461720279,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.9111699,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
2253,4445,"RD308","RD308",2020-05-19,2020-05-19,"No","No",NA,NA,10.6320078,NA,NA,1,"conc+k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.4908024,NA,NA,"conc+k",NA,NA,NA,NA,NA,"physical model","Natchimuthu et al. 2017","slope-velocity model","mmol m-2 d-1",NA,NA,"mmol m-2 d-1",NA,"g C m-2 d-1",NA,NA,"mol m-2 d-1",NA
